biblio_id;judul_buku;kode_ddc;ddc_bersih;program_studi_ddc;program_studi_prediksi;confidence;multilabel_list
285;Principles of production and inventory management course;658.5;658;Administrasi Niaga;Administrasi Niaga;97.86;Administrasi Niaga
286;Principles of service marketing and management;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
287;Production Planning and Inventory Control;658.787;658;Administrasi Niaga;Administrasi Niaga;97.19;Administrasi Niaga
288;Programming in visual basic net 2005;005.365;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
289;Proyek Elektronik 2;621.381.95;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
290;Psikologi orang dewasa;155.6;155;Umum;Umum;100.0;Umum
291;Rangkaian Listrik;621.31;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
292;Rangkaian listrik jilid 2;621.3;621;Teknik Elektro;Teknik Elektro;96.19;Teknik Elektro
293;Rencana Pebangunan Kelistrikan & Energi Terbarukan Dalam PJP II;621.319;621;Teknik Elektro;Teknik Elektro;75.43;Teknik Elektro, Teknik Mesin
294;Retail management : a strategic approach;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
295;Risalah Tentang Hukum Sihir dan Dukun;297.2;297;Umum;Umum;100.0;Umum
296;Riset Pemasaran terpadu;380.1;380;Administrasi Niaga;Administrasi Niaga;97.68;Administrasi Niaga
297;Robohnya surau kami;813;813;Umum;Umum;97.85;Umum
298;Robotika;629.892;629;Teknik Mesin;Teknik Mesin;80.34;Teknik Mesin, Teknik Informatika & Komputer
299;Rumah tanpa jendela;813;813;Umum;Umum;100.0;Umum
300;Selected solutions for mathematical applications for management, life, and social sciences;515;515;Matematika;Matematika;87.43;Matematika
301;Serat optik;621.382;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
302;Seri Perencanaan Kuda-Kuda konstruksi Kayu;694;694;Teknik Sipil;Teknik Sipil;94.69;Teknik Sipil
303;Siapapun bisa hiragana & Katakana;495.6;495;Umum;Umum;97.56;Umum
304;Siapapun bisa hiragana dan katakana;495.6;495;Umum;Umum;100.0;Umum
305;Silviculture and Management of Teak;658;658;Administrasi Niaga;Administrasi Niaga;89.96;Administrasi Niaga
306;Sistem dan pemograman PLC;629.89;629;Teknik Mesin;Teknik Mesin;81.24;Teknik Mesin, Teknik Informatika & Komputer
307;Sistem Informasi Akuntansi dan Organisasi Perusahaan;658.151;658;Administrasi Niaga;Administrasi Niaga;81.06;Administrasi Niaga, Akuntansi
308;Sketsa pensil;741.24;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;93.23;Teknik Grafika & Penerbitan
311;SPI open accses;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
314;Statistik untuk bisnis;519.5;519;Matematika;Matematika;95.49;Matematika
315;Statistik untuk manajemen dan ekonomi jilid 1;519.5;519;Matematika;Matematika;87.54;Matematika
316;Strenght of material materials;620.112;620;Teknik Mesin;Teknik Mesin;83.47;Teknik Mesin
317;Struktur Beton Prategang : Teori Dan Prinsip Disain;624.183;624;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
318;Struktur data menggunakan turbo pascal 6.0;005.712;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
319;Studi kelayakan bisnis;650;650;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
320;Study english lelts preparation;425;425;Umum;Umum;100.0;Umum
321;sukses finansial : Melalui pikiran yang kreatif;658.409;658;Administrasi Niaga;Administrasi Niaga;96.48;Administrasi Niaga
322;Sukses lewat komunikasi;302.2;302;Umum;Umum;97.81;Umum
323;Sutan Baginda;899.28;899;Umum;Umum;100.0;Umum
324;Systems analysis and design for the global enterprise;004.21;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;89.54;Teknik Informatika & Komputer
325;Tango;813;813;Umum;Umum;100.0;Umum
326;Tanya-Jawab Ekonomi Mikro;338.5;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
327;Tata Bahasa Inggris Modern : Modern English Grammar disertai cara membacanya;428;428;Umum;Umum;99.99;Umum
328;Tata Bahasa Jepang;495.6;495;Umum;Umum;97.57;Umum
329;TCP/IP for NT server;005.713;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
330;Teknik fotografi digital;771;771;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;97.37;Teknik Grafika & Penerbitan
331;Teknik digital;621.391;621;Teknik Elektro;Teknik Elektro;87.19;Teknik Elektro
332;Teknik Pembentukan dasar;620.11;620;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
333;Teknik Penjualan;658.81;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
334;Teknik perancangan rangkaian sistem kontrol;005.11;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;82.99;Teknik Informatika & Komputer, Teknik Elektro
335;Teknik Telekomunikasi;621.281;621;Teknik Mesin;Teknik Mesin;63.15;Teknik Mesin, Teknik Elektro
336;Teknologi instalasi listrik;621.319;621;Teknik Elektro;Teknik Elektro;95.79;Teknik Elektro
337;Telaah buku teks bahasa Indonesia;418;418;Umum;Umum;98.97;Umum
338;Teori dan soal mekanika teknik II jilid 2;620.1;620;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
339;Teori Metode Psychotronica : Energi Kesadaran;155.2;155;Umum;Umum;98.49;Umum
341;The big book motivating games;658.402;658;Administrasi Niaga;Administrasi Niaga;75.98;Administrasi Niaga, Umum
342;The cable and telecomunications;621.382;621;Teknik Elektro;Teknik Elektro;97.69;Teknik Elektro
343;The cashflow quadrant;158.1;158;Umum;Administrasi Niaga;71.07;Administrasi Niaga, Umum
344;The Exciting story of a Miracle at Niagara;428.6;428;Umum;Umum;83.33;Umum, Teknik Informatika & Komputer
345;the hands;813;813;Umum;Umum;100.0;Umum
346;The hunter valey;919.44;919;Umum;Umum;100.0;Umum
347;The Principles of Mechanical Engineering Science in SI Units;531.2;531;Teknik Elektro;Teknik Elektro;80.21;Teknik Elektro, Teknik Mesin
348;The Process of management;658;658;Administrasi Niaga;Administrasi Niaga;97.07;Administrasi Niaga
349;The Shack;813;813;Umum;Umum;100.0;Umum
350;The succesfull candidate pelamar kerja yang berhasil;658.311;658;Administrasi Niaga;Administrasi Niaga;83.72;Administrasi Niaga
351;The sweetey tabbo;813;813;Umum;Umum;100.0;Umum
352;The westwrn heritage;909.09821;909;Umum;Umum;91.53;Umum
353;Theory and problems of Fluid Mechanics and Hydraulics;532;532;Teknik Elektro;Teknik Elektro;90.33;Teknik Elektro
354;Theory of machines;621.8;621;Teknik Mesin;Teknik Mesin;83.82;Teknik Mesin
355;Thermodynamics;536.7;536;Teknik Elektro;Teknik Elektro;97.34;Teknik Elektro
356;Tipe bangunan irigasi : Standar bangunan irigasi;627.52;627;Teknik Sipil;Teknik Sipil;96.71;Teknik Sipil
357;TQM for sales and marketing management;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
358;Transaksi ekspor imfor;351.827;351;Umum;Umum;73.75;Umum, Administrasi Niaga
359;Transformasi laplace;515.723;515;Matematika;Matematika;96.61;Matematika
360;Transmisi tenaga listrik;621.319;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
361;Tunangan ? hmm;808.3;808;Umum;Umum;100.0;Umum
363;Turbin uap : Steam turbines;621.165;621;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
364;Understanding art a concise history;700;700;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;88.85;Teknik Grafika & Penerbitan
365;Using accsess 97;005.82;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
366;Vide Range readers;428.6;428;Umum;Umum;100.0;Umum
367;W & 2 Hitler ASAL USUL PERADABAN PESAWAT RUANG ANGKASA;813;813;Umum;Umum;92.88;Umum
368;Wachdog  : PC Data Scurity;003.5;3;Teknik Informatika & Komputer;Teknik Informatika & Komputer;95.73;Teknik Informatika & Komputer
369;Welder 1000 Questions...answer : Viva voce...;671.5;671;Teknik Mesin;Teknik Mesin;96.48;Teknik Mesin
370;Westermann tables for the metal trade : Materials-Numerical quantities-form;671;671;Teknik Mesin;Teknik Mesin;87.52;Teknik Mesin
371;Wide range reader;428.6;428;Umum;Umum;100.0;Umum
372;Worked Examples in Electrical Engineering : An Useful Book for all Electrical Engineering Students;621.31;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
373;Essentials of Accounting;657;657;Akuntansi;Akuntansi;96.86;Akuntansi
374;Introductory Structural Analysis;624.171;624;Teknik Sipil;Teknik Sipil;92.0;Teknik Sipil
375;Advanced Algebra;510;510;Matematika;Matematika;100.0;Matematika
376;Electronics design circuits and systems;621.381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
377;Perencanaan Pembangunan;338.959;338;Administrasi Niaga;Administrasi Niaga;85.19;Administrasi Niaga
378;Engineering instrumentation and control;620.04;620;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
379;Pengantar ekonomika;330;330;Administrasi Niaga;Administrasi Niaga;95.92;Administrasi Niaga
380;Essentials of Insurance Law : An outline of Legal Doctrines in Their Relation to Insurance Practices;346.086;346;Umum;Umum;94.12;Umum
381;Money, Credit and Banking;332.1;332;Akuntansi;Akuntansi;98.14;Akuntansi
382;Budget Principles and Procedure;658.154;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
383;Foreign exchange practice and policy;332.45;332;Akuntansi;Akuntansi;100.0;Akuntansi
384;Money In Motion : The Social Function of Banking;332.1;332;Akuntansi;Akuntansi;100.0;Akuntansi
385;The Cause of economic fluctuations : Possibilities of anticipation and control;338.54;338;Administrasi Niaga;Administrasi Niaga;94.27;Administrasi Niaga
386;A history of economic thought;330.09;330;Administrasi Niaga;Administrasi Niaga;99.13;Administrasi Niaga
387;A Course In Electrical Engineering;621.3;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
388;Organization and Management in Industry and Business;658.001;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
389;Principles Of Economics;330.01;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
391;Reclaiming four future : an agenda for American labor;322.2'097;322;Umum;Umum;87.98;Umum
392;Survey of labor economics;331;331;Administrasi Niaga;Administrasi Niaga;99.72;Administrasi Niaga
393;Introduction to fiscal policy;336.3;336;Akuntansi;Akuntansi;88.72;Akuntansi
394;Monopoly;338.82;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
395;Price economics;338.52;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
396;The economics of prince determination;338.52;338;Administrasi Niaga;Administrasi Niaga;97.02;Administrasi Niaga
397;Wages;33121;331;Administrasi Niaga;Administrasi Niaga;91.78;Administrasi Niaga
398;Principles of Economics : An introductory volume;330.01;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
399;The statistical agencies of the federal gevernment;319;319;Umum;Umum;93.5;Umum
400;Basic Economics : A Macro & Micro analisys;330;330;Administrasi Niaga;Administrasi Niaga;97.19;Administrasi Niaga
401;Commercial LAW;346.07;346;Umum;Umum;100.0;Umum
402;Economic Doctrines;330.1;330;Administrasi Niaga;Administrasi Niaga;98.71;Administrasi Niaga
403;Introduction to investments;332.6;332;Akuntansi;Akuntansi;71.57;Akuntansi, Administrasi Niaga
404;Introduction to political science;320;320;Umum;Umum;89.25;Umum
405;Kent's Mechanical Engineer's Handbook : Power Volume;621.4;621;Teknik Mesin;Teknik Mesin;93.71;Teknik Mesin
406;Mechanical Engineer's Handbook;621.4;621;Teknik Mesin;Teknik Mesin;95.42;Teknik Mesin
409;Techniques of International Trade : Revision of Technical Procedure in Exporting and Importing;382;382;Administrasi Niaga;Administrasi Niaga;86.29;Administrasi Niaga
410;The Theory of International Trade : With Its Applications to Commercial Policy;382;382;Administrasi Niaga;Administrasi Niaga;86.25;Administrasi Niaga
411;American Monetary Policy;332.4609;332;Akuntansi;Akuntansi;86.19;Akuntansi
412;Collected economic papers;330.1;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
413;Economics of Income And Consumption;339.41;339;Administrasi Niaga;Administrasi Niaga;85.86;Administrasi Niaga
414;Fiscal policies and the American economy;336.3;336;Akuntansi;Akuntansi;78.34;Akuntansi
415;Introduction to business cyles;338.542;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
416;Portable GUI Development With C++;005.4'2;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
417;Principles of Industrial Management;65892;658;Administrasi Niaga;Administrasi Niaga;97.3;Administrasi Niaga
418;Soil Testing : For Engineers;631.43.001.53;631;Umum;Umum;75.31;Umum, Teknik Sipil
419;The Ethic of Competition and Other Essays;3386548;338;Administrasi Niaga;Administrasi Niaga;83.49;Administrasi Niaga
420;Business forecasting : Principles and practice;338.544;338;Administrasi Niaga;Administrasi Niaga;95.18;Administrasi Niaga
421;Capital and Employment;332.041;332;Akuntansi;Akuntansi;81.18;Akuntansi, Administrasi Niaga
422;Linking Auditing and Metaevaluation : Enhancing Quality in Applied Research;300.72;300;Umum;Umum;73.15;Umum, Teknik Informatika & Komputer
423;Principles of Business Law;34607;346;Umum;Umum;95.71;Umum
424;Statistical Theory In Research;001.422;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;75.81;Teknik Informatika & Komputer, Matematika
425;The rate of interest;332.113;332;Akuntansi;Akuntansi;78.71;Akuntansi, Administrasi Niaga
426;An Introduction to statistics;519.5;519;Matematika;Matematika;93.49;Matematika
427;An outline of statistics;519.5;519;Matematika;Matematika;89.64;Matematika
428;Elementary statisticalmethods;519.5;519;Matematika;Matematika;87.32;Matematika
429;Essay in the theory of employment;331.125;331;Administrasi Niaga;Administrasi Niaga;97.8;Administrasi Niaga
430;Money and Banking;332.1;332;Akuntansi;Akuntansi;100.0;Akuntansi
431;Price Practices and Price Policies : selected Writings;338.52;338;Administrasi Niaga;Administrasi Niaga;90.36;Administrasi Niaga
432;Tables for Statisticians;514.54.0212;514;Matematika;Matematika;86.14;Matematika
433;Economics Analysis : Distributed lags and investment analysis;338.9;338;Administrasi Niaga;Administrasi Niaga;95.5;Administrasi Niaga
434;The Economist in the Twentieth Century : And Other Lectures in Political Economy;330.904;330;Administrasi Niaga;Administrasi Niaga;89.15;Administrasi Niaga
435;Industrial Power System;621.31;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
436;On the theory of Economic policy;338.9;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
437;Practical Plant Layout;65922;659;Administrasi Niaga;Administrasi Niaga;78.41;Administrasi Niaga
438;Analytical experimental physics;530;530;Teknik Elektro;Teknik Elektro;92.71;Teknik Elektro
439;Investment Analysis;332.6;332;Akuntansi;Akuntansi;97.69;Akuntansi
440;The Term of Trade A European Case Study;337.142;337;Administrasi Niaga;Administrasi Niaga;84.81;Administrasi Niaga
441;Theory and Problems of College Algebra;512;512;Matematika;Matematika;92.45;Matematika
442;Automation in Business and Industry;670.427;670;Teknik Mesin;Teknik Mesin;81.11;Teknik Mesin, Teknik Informatika & Komputer
443;Effective reading for college students;372.4;372;Umum;Umum;98.89;Umum
444;Experimental designs;530.13;530;Teknik Elektro;Teknik Elektro;79.68;Teknik Elektro
445;Prosperity without inflation;338.542;338;Administrasi Niaga;Administrasi Niaga;94.86;Administrasi Niaga
446;The batle for infesment survival;332.673;332;Akuntansi;Akuntansi;88.87;Akuntansi
447;The theory of wage determination : Proccedings of a conference held by the international econoic association;331.215;331;Administrasi Niaga;Administrasi Niaga;93.57;Administrasi Niaga
448;Tool Design;621.902;621;Teknik Mesin;Teknik Mesin;96.38;Teknik Mesin
449;Economics an introductory analyis;330;330;Administrasi Niaga;Administrasi Niaga;99.32;Administrasi Niaga
450;Rigid Frame Formulas;624.1773;624;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
451;Strength Of Materials;620.112;620;Teknik Mesin;Teknik Mesin;89.28;Teknik Mesin
452;Strength Of Materials : Part I Elementary Theory and Problems;539.411 414;539;Teknik Elektro;Teknik Elektro;65.48;Teknik Elektro, Teknik Mesin
453;General Chemistry;540;540;Teknik Sipil;Teknik Sipil;92.95;Teknik Sipil
454;Machinery's Handbook Guide :  To the use of Tables and Formulas;621.802;621;Teknik Mesin;Teknik Mesin;93.43;Teknik Mesin
455;Machinery's Handbook Guide : To The Use of Tables and Formulas;621.802;621;Teknik Mesin;Teknik Mesin;88.4;Teknik Mesin
456;Machinery's Handbooks Guide : To The Use of Tables and Formulas;621.802;621;Teknik Mesin;Teknik Mesin;85.87;Teknik Mesin
457;Electonics and control;6213810;621;Teknik Elektro;Teknik Elektro;84.89;Teknik Elektro, Teknik Mesin
458;Physics;5301;530;Teknik Elektro;Teknik Elektro;87.27;Teknik Elektro
459;The Odes and Epodes of Horace;808.8143;808;Umum;Umum;97.9;Umum
460;Magnetic control of industrial motor;621317;621;Teknik Elektro;Teknik Elektro;77.01;Teknik Elektro, Teknik Mesin
461;Mathematics : Its power and utility;510;510;Matematika;Matematika;95.65;Matematika
462;Peraturan Konstruksi Indonesia NI-5 PKKI 1961;694.1;694;Teknik Sipil;Teknik Sipil;99.96;Teknik Sipil
463;Peraturan Konstruksi Kayu Indonesia NI-5 PKK 1961;694.598;694;Teknik Sipil;Teknik Sipil;95.21;Teknik Sipil
464;Principles of Manufacturing Materials and Processes;620.17;620;Teknik Mesin;Teknik Mesin;93.37;Teknik Mesin
465;Audio visual material : Their nature and use;371.335;371;Umum;Umum;98.31;Umum
466;Fasion sewing by the bishop method;646.3;646;Umum;Umum;76.01;Umum
467;Guide to the use of books and libraries;028.7;28;Teknik Informatika & Komputer;Teknik Informatika & Komputer;90.04;Teknik Informatika & Komputer
468;Industrial, instrumentation fundamentals;681.2;681;Teknik Mesin;Teknik Mesin;83.33;Teknik Mesin, Teknik Informatika & Komputer
469;Semiconductor and Conventional Strain Gages : Mills Dean;537.622;537;Teknik Elektro;Teknik Elektro;82.26;Teknik Elektro, Teknik Informatika & Komputer
470;The Measurement of Soil Properties in The Triaxial Test;624.131.4;624;Teknik Sipil;Teknik Sipil;96.86;Teknik Sipil
471;Alternating currents and electronics;621.3192;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
472;Electronics for scientists : Principles and experiments for those who use instruments;621.3815;621;Teknik Elektro;Teknik Elektro;92.47;Teknik Elektro
473;Introduction To Microwaves;621.3813;621;Teknik Elektro;Teknik Elektro;88.25;Teknik Elektro
474;Lech Watesa Democrat or Dictator;943.8;943;Umum;Umum;100.0;Umum
475;Basic Pulse Circuits;621.381.34;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
476;Calculus;515.1;515;Matematika;Matematika;90.41;Matematika
477;Concise inorganic chemistry;546;546;Teknik Sipil;Teknik Sipil;95.84;Teknik Sipil
478;Mesin Pengangkat;621.86;621;Teknik Mesin;Teknik Mesin;95.53;Teknik Mesin
479;Peubah kompleks dengan pengenalan pemetaan konformal dan penerapannya : teori dan soal-soal;515.9;515;Matematika;Matematika;94.43;Matematika
480;Statistical inference;519.5;519;Matematika;Matematika;85.87;Matematika
481;The testing and inspection of enginering material;620112;620;Teknik Mesin;Teknik Mesin;98.83;Teknik Mesin
482;Days of discovery;428.6;428;Umum;Umum;100.0;Umum
483;Light sensitive systems chemistry and application;771.5;771;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;81.2;Teknik Grafika & Penerbitan
